Value;Href;Version;MethodParameter;FullClassPath;ModifiedValue
PARAM_HOST_NAME;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/execution/JdiExecutionControlProvider.html#PARAM_HOST_NAME;9;[''];.jdk.jshell.jdk.jshell.execution.JdiExecutionControlProvider;PARAM_HOST_NAME
PARAM_LAUNCH;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/execution/JdiExecutionControlProvider.html#PARAM_LAUNCH;9;[''];.jdk.jshell.jdk.jshell.execution.JdiExecutionControlProvider;PARAM_LAUNCH
PARAM_REMOTE_AGENT;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/execution/JdiExecutionControlProvider.html#PARAM_REMOTE_AGENT;9;[''];.jdk.jshell.jdk.jshell.execution.JdiExecutionControlProvider;PARAM_REMOTE_AGENT
PARAM_TIMEOUT;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/execution/JdiExecutionControlProvider.html#PARAM_TIMEOUT;9;[''];.jdk.jshell.jdk.jshell.execution.JdiExecutionControlProvider;PARAM_TIMEOUT
parameterTypes();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/MethodSnippet.html#parameterTypes();9;[''];.jdk.jshell.jdk.jshell.MethodSnippet;parameterTypes
ParenthesizedTree;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/ParenthesizedTree.html;9;[''];.jdk.scripting.nashorn.jdk.nashorn.api.tree.ParenthesizedTree;ParenthesizedTree
parents();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/Configuration.html#parents();9;[''];.java.base.java.lang.module.Configuration;parents
parents();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/ModuleLayer.html#parents();9;[''];.java.base.java.lang.ModuleLayer;parents
parse(File, DiagnosticListener);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/Parser.html#parse(java.io.File,jdk.nashorn.api.tree.DiagnosticListener);9;['File', 'DiagnosticListener'];.jdk.scripting.nashorn.jdk.nashorn.api.tree.Parser;parse
parse(String);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.Version.html#parse(java.lang.String);9;['String'];.java.base.java.lang.module.ModuleDescriptor.Version;parse
parse(String);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/Runtime.Version.html#parse(java.lang.String);9;['String'];.java.base.java.lang.Runtime.Version;parse
parse(String, Reader, DiagnosticListener);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/Parser.html#parse(java.lang.String,java.io.Reader,jdk.nashorn.api.tree.DiagnosticListener);9;['String', 'Reader', 'DiagnosticListener'];.jdk.scripting.nashorn.jdk.nashorn.api.tree.Parser;parse
parse(String, String, DiagnosticListener);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/Parser.html#parse(java.lang.String,java.lang.String,jdk.nashorn.api.tree.DiagnosticListener);9;['String', 'String', 'DiagnosticListener'];.jdk.scripting.nashorn.jdk.nashorn.api.tree.Parser;parse
parse(URL, DiagnosticListener);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/Parser.html#parse(java.net.URL,jdk.nashorn.api.tree.DiagnosticListener);9;['URL', 'DiagnosticListener'];.jdk.scripting.nashorn.jdk.nashorn.api.tree.Parser;parse
parse(Path, DiagnosticListener);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/Parser.html#parse(java.nio.file.Path,jdk.nashorn.api.tree.DiagnosticListener);9;['Path', 'DiagnosticListener'];.jdk.scripting.nashorn.jdk.nashorn.api.tree.Parser;parse
parse(ScriptObjectMirror, DiagnosticListener);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/Parser.html#parse(jdk.nashorn.api.scripting.ScriptObjectMirror,jdk.nashorn.api.tree.DiagnosticListener);9;['ScriptObjectMirror', 'DiagnosticListener'];.jdk.scripting.nashorn.jdk.nashorn.api.tree.Parser;parse
Parser;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/Parser.html;9;[''];.jdk.scripting.nashorn.jdk.nashorn.api.tree.Parser;Parser
PART1_ALPHA2;https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/util/Locale.IsoCountryCode.html#PART1_ALPHA2;9;[''];.java.base.java.util.Locale.IsoCountryCode;PART1_ALPHA2
PART1_ALPHA3;https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/util/Locale.IsoCountryCode.html#PART1_ALPHA3;9;[''];.java.base.java.util.Locale.IsoCountryCode;PART1_ALPHA3
PART3;https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/util/Locale.IsoCountryCode.html#PART3;9;[''];.java.base.java.util.Locale.IsoCountryCode;PART3
password(String);https://docs.oracle.com/en/java/javase/11/docs/api//java.sql/java/sql/ConnectionBuilder.html#password(java.lang.String);9;['String'];.java.sql.java.sql.ConnectionBuilder;password
password(String);https://docs.oracle.com/en/java/javase/11/docs/api//java.sql/javax/sql/PooledConnectionBuilder.html#password(java.lang.String);9;['String'];.java.sql.javax.sql.PooledConnectionBuilder;password
password(String);https://docs.oracle.com/en/java/javase/11/docs/api//java.sql/javax/sql/XAConnectionBuilder.html#password(java.lang.String);9;['String'];.java.sql.javax.sql.XAConnectionBuilder;password
patch();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/Runtime.Version.html#patch();9;[''];.java.base.java.lang.Runtime.Version;patch
Percentage;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/Percentage.html;9;[''];.jdk.jfr.jdk.jfr.Percentage;Percentage
performQuit();https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/desktop/QuitResponse.html#performQuit();9;[''];.java.desktop.java.awt.desktop.QuitResponse;performQuit
Period;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/Period.html;9;[''];.jdk.jfr.jdk.jfr.Period;Period
persistence(Map<String, String>);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/tool/JavaShellToolBuilder.html#persistence(java.util.Map);9;['Map<String', 'String>'];.jdk.jshell.jdk.jshell.tool.JavaShellToolBuilder;persistence
persistence(Preferences);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/tool/JavaShellToolBuilder.html#persistence(java.util.prefs.Preferences);9;['Preferences'];.jdk.jshell.jdk.jshell.tool.JavaShellToolBuilder;persistence
PersistentSnippet;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/PersistentSnippet.html;9;[''];.jdk.jshell.jdk.jshell.PersistentSnippet;PersistentSnippet
PHOTOMETRIC_INTERPRETATION_BLACK_IS_ZERO;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#PHOTOMETRIC_INTERPRETATION_BLACK_IS_ZERO;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;PHOTOMETRIC_INTERPRETATION_BLACK_IS_ZERO
PHOTOMETRIC_INTERPRETATION_CIELAB;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#PHOTOMETRIC_INTERPRETATION_CIELAB;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;PHOTOMETRIC_INTERPRETATION_CIELAB
PHOTOMETRIC_INTERPRETATION_CMYK;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#PHOTOMETRIC_INTERPRETATION_CMYK;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;PHOTOMETRIC_INTERPRETATION_CMYK
PHOTOMETRIC_INTERPRETATION_ICCLAB;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#PHOTOMETRIC_INTERPRETATION_ICCLAB;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;PHOTOMETRIC_INTERPRETATION_ICCLAB
PHOTOMETRIC_INTERPRETATION_PALETTE_COLOR;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#PHOTOMETRIC_INTERPRETATION_PALETTE_COLOR;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;PHOTOMETRIC_INTERPRETATION_PALETTE_COLOR
PHOTOMETRIC_INTERPRETATION_RGB;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#PHOTOMETRIC_INTERPRETATION_RGB;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;PHOTOMETRIC_INTERPRETATION_RGB
PHOTOMETRIC_INTERPRETATION_TRANSPARENCY_MASK;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#PHOTOMETRIC_INTERPRETATION_TRANSPARENCY_MASK;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;PHOTOMETRIC_INTERPRETATION_TRANSPARENCY_MASK
PHOTOMETRIC_INTERPRETATION_WHITE_IS_ZERO;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#PHOTOMETRIC_INTERPRETATION_WHITE_IS_ZERO;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;PHOTOMETRIC_INTERPRETATION_WHITE_IS_ZERO
PHOTOMETRIC_INTERPRETATION_Y_CB_CR;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#PHOTOMETRIC_INTERPRETATION_Y_CB_CR;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;PHOTOMETRIC_INTERPRETATION_Y_CB_CR
PLANAR_CONFIGURATION_CHUNKY;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#PLANAR_CONFIGURATION_CHUNKY;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;PLANAR_CONFIGURATION_CHUNKY
PLANAR_CONFIGURATION_PLANAR;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#PLANAR_CONFIGURATION_PLANAR;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;PLANAR_CONFIGURATION_PLANAR
PooledConnectionBuilder;https://docs.oracle.com/en/java/javase/11/docs/api//java.sql/javax/sql/PooledConnectionBuilder.html;9;[''];.java.sql.javax.sql.PooledConnectionBuilder;PooledConnectionBuilder
POST(HttpRequest.BodyPublisher);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.Builder.html#POST(java.net.http.HttpRequest.BodyPublisher);11;['HttpRequest.BodyPublisher'];.java.net.http.java.net.http.HttpRequest.Builder;POST
PR_AND_RESEED;https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/security/DrbgParameters.Capability.html#PR_AND_RESEED;9;[''];.java.base.java.security.DrbgParameters.Capability;PR_AND_RESEED
pre();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/Runtime.Version.html#pre();9;[''];.java.base.java.lang.Runtime.Version;pre
PREDICTOR_HORIZONTAL_DIFFERENCING;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#PREDICTOR_HORIZONTAL_DIFFERENCING;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;PREDICTOR_HORIZONTAL_DIFFERENCING
PREDICTOR_NONE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#PREDICTOR_NONE;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;PREDICTOR_NONE
PreferencesEvent;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/desktop/PreferencesEvent.html;9;[''];.java.desktop.java.awt.desktop.PreferencesEvent;PreferencesEvent
PreferencesEvent();https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/desktop/PreferencesEvent.html#%3Cinit%3E();9;[''];.java.desktop.java.awt.desktop.PreferencesEvent;PreferencesEvent
PreferencesHandler;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/desktop/PreferencesHandler.html;9;[''];.java.desktop.java.awt.desktop.PreferencesHandler;PreferencesHandler
preferred();https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/beans/BeanProperty.html#preferred();9;[''];.java.desktop.java.beans.BeanProperty;preferred
previousResponse();https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.html#previousResponse();11;[''];.java.net.http.java.net.http.HttpResponse;previousResponse
previousStatus();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/SnippetEvent.html#previousStatus();9;[''];.jdk.jshell.jdk.jshell.SnippetEvent;previousStatus
primitiveClass(MethodHandles.Lookup, String, Class<?>);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/invoke/ConstantBootstraps.html#primitiveClass(java.lang.invoke.MethodHandles.Lookup,java.lang.String,java.lang.Class);11;['MethodHandles.Lookup', 'String', 'Class<?>'];.java.base.java.lang.invoke.ConstantBootstraps;primitiveClass
print(Diagnostic.Kind, DocTreePath, String);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.javadoc/jdk/javadoc/doclet/Reporter.html#print(javax.tools.Diagnostic.Kind,com.sun.source.util.DocTreePath,java.lang.String);9;['Diagnostic.Kind', 'DocTreePath', 'String'];.jdk.javadoc.jdk.javadoc.doclet.Reporter;print
print(Diagnostic.Kind, String);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.javadoc/jdk/javadoc/doclet/Reporter.html#print(javax.tools.Diagnostic.Kind,java.lang.String);9;['Diagnostic.Kind', 'String'];.jdk.javadoc.jdk.javadoc.doclet.Reporter;print
print(Diagnostic.Kind, Element, String);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.javadoc/jdk/javadoc/doclet/Reporter.html#print(javax.tools.Diagnostic.Kind,javax.lang.model.element.Element,java.lang.String);9;['Diagnostic.Kind', 'Element', 'String'];.jdk.javadoc.jdk.javadoc.doclet.Reporter;print
printFiles(PrintFilesEvent);https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/desktop/PrintFilesHandler.html#printFiles(java.awt.desktop.PrintFilesEvent);9;['PrintFilesEvent'];.java.desktop.java.awt.desktop.PrintFilesHandler;printFiles
PrintFilesEvent;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/desktop/PrintFilesEvent.html;9;[''];.java.desktop.java.awt.desktop.PrintFilesEvent;PrintFilesEvent
PrintFilesEvent(List<File>);https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/desktop/PrintFilesEvent.html#%3Cinit%3E(java.util.List);9;['List<File>'];.java.desktop.java.awt.desktop.PrintFilesEvent;PrintFilesEvent
PrintFilesHandler;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/desktop/PrintFilesHandler.html;9;[''];.java.desktop.java.awt.desktop.PrintFilesHandler;PrintFilesHandler
priority(int);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpClient.Builder.html#priority(int);11;['int'];.java.net.http.java.net.http.HttpClient.Builder;priority
probableKind();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/ErroneousSnippet.html#probableKind();9;[''];.jdk.jshell.jdk.jshell.ErroneousSnippet;probableKind
process();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/execution/JdiInitiator.html#process();9;[''];.jdk.jshell.jdk.jshell.execution.JdiInitiator;process
ProcessHandle.Info;https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/ProcessHandle.Info.html;9;[''];.java.base.java.lang.ProcessHandle.Info;ProcessHandle.Info
promptCapture(boolean);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/tool/JavaShellToolBuilder.html#promptCapture(boolean);9;['boolean'];.jdk.jshell.jdk.jshell.tool.JavaShellToolBuilder;promptCapture
PropertyTree;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/PropertyTree.html;9;[''];.jdk.scripting.nashorn.jdk.nashorn.api.tree.PropertyTree;PropertyTree
providers();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.Provides.html#providers();9;[''];.java.base.java.lang.module.ModuleDescriptor.Provides;providers
provides();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.html#provides();9;[''];.java.base.java.lang.module.ModuleDescriptor;provides
PROVIDES;https://docs.oracle.com/en/java/javase/11/docs/api//java.compiler/javax/lang/model/element/ModuleElement.DirectiveKind.html#PROVIDES;9;[''];.java.compiler.javax.lang.model.element.ModuleElement.DirectiveKind;PROVIDES
ProvidesTree;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.compiler/com/sun/source/doctree/ProvidesTree.html;9;[''];.jdk.compiler.com.sun.source.doctree.ProvidesTree;ProvidesTree
ProvidesTree;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.compiler/com/sun/source/tree/ProvidesTree.html;9;[''];.jdk.compiler.com.sun.source.tree.ProvidesTree;ProvidesTree
proxy(ProxySelector);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpClient.Builder.html#proxy(java.net.ProxySelector);11;['ProxySelector'];.java.net.http.java.net.http.HttpClient.Builder;proxy
PUT(HttpRequest.BodyPublisher);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.Builder.html#PUT(java.net.http.HttpRequest.BodyPublisher);11;['HttpRequest.BodyPublisher'];.java.net.http.java.net.http.HttpRequest.Builder;PUT
QuitEvent;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/desktop/QuitEvent.html;9;[''];.java.desktop.java.awt.desktop.QuitEvent;QuitEvent
QuitEvent();https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/desktop/QuitEvent.html#%3Cinit%3E();9;[''];.java.desktop.java.awt.desktop.QuitEvent;QuitEvent
QuitHandler;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/desktop/QuitHandler.html;9;[''];.java.desktop.java.awt.desktop.QuitHandler;QuitHandler
QuitResponse;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/desktop/QuitResponse.html;9;[''];.java.desktop.java.awt.desktop.QuitResponse;QuitResponse
QuitStrategy;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/desktop/QuitStrategy.html;9;[''];.java.desktop.java.awt.desktop.QuitStrategy;QuitStrategy
rawCompiledVersion();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.Requires.html#rawCompiledVersion();9;[''];.java.base.java.lang.module.ModuleDescriptor.Requires;rawCompiledVersion
rawVersion();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.html#rawVersion();9;[''];.java.base.java.lang.module.ModuleDescriptor;rawVersion
read(InputStream);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.html#read(java.io.InputStream);9;['InputStream'];.java.base.java.lang.module.ModuleDescriptor;read
read(InputStream, Supplier<Set<String>>);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.html#read(java.io.InputStream,java.util.function.Supplier);9;['InputStream', 'Supplier<Set<String>>'];.java.base.java.lang.module.ModuleDescriptor;read
read(ByteBuffer);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.html#read(java.nio.ByteBuffer);9;['ByteBuffer'];.java.base.java.lang.module.ModuleDescriptor;read
read(ByteBuffer, Supplier<Set<String>>);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.html#read(java.nio.ByteBuffer,java.util.function.Supplier);9;['ByteBuffer', 'Supplier<Set<String>>'];.java.base.java.lang.module.ModuleDescriptor;read
